customer_id,age,gender,income,region,purchase_amount
4854,69,Male,66264.65,"Region V",1603.58
4860,55,Male,51551.15,"Region I",1753.68
4861,61,Male,52568.49,NCR,3321.12
4866,60,Male,32259.49,"Region V",2235.56
4868,52,Male,97226.85,"Region V",2212.55
4869,75,Male,36129.62,"Region XI",4826.98
4872,31,Male,91682.52,"Region II",1708.61
4874,20,Male,30408.27,"Region IV-A",4778.42
4883,27,Male,50186.48,"Region IX",590.26
4886,23,Male,32654.10,"Region XIII",4762.77
4889,40,Male,60755.22,"Region XI",2343.30
4891,18,Male,85761.27,"Region IX",4691.10
4894,21,Male,46020.79,NCR,880.05
4895,33,Male,70049.97,"Region V",2043.18
4897,18,Male,55861.31,"Region VIII",2988.83
4902,30,Male,69622.04,"Region VII",4074.56
4903,63,Male,46735.70,NCR,774.79
4908,36,Male,87134.47,"Region XI",2683.26
4909,51,Male,53016.76,"Region X",1183.70
4913,28,Male,20457.30,"Region VIII",3571.10
4916,57,Male,14025.88,"Region VIII",856.16
4917,24,Male,76838.70,CAR,1335.56
4925,46,Male,25393.29,"Region XIII",4969.56
4929,52,Male,64716.62,"Region XII",2789.54
4930,26,Male,30316.00,"Region X",4992.33
4932,34,Male,46588.62,"Region III",1533.87
4934,18,Male,47389.48,"Region XI",4060.49
4936,22,Male,21281.00,"Region XI",3627.73
4937,35,Male,32037.40,"Region VII",630.25
4938,34,Male,79706.79,"Region XIII",1735.25
4939,41,Male,78104.89,"Region III",4682.37
4941,78,Male,47917.04,"Region XII",971.69
4945,75,Male,99035.73,"Region V",1651.95
4947,35,Male,78736.82,"Region XII",4509.56
4948,44,Male,87426.66,"Region II",2210.26
4956,51,Male,73766.57,"Region IV-A",3118.32
4959,58,Male,43242.56,"Region VIII",724.52
4962,52,Male,34624.97,"Region XI",1144.17
4964,55,Male,35363.73,"Region X",3956.40
4965,34,Male,16517.92,"Region XII",4771.35
4967,75,Male,35721.70,"Region IV-B",4870.17
4970,41,Male,39690.35,"Region X",4176.43
4971,40,Male,76323.05,"Region II",3702.60
4973,21,Male,86036.54,"Region II",2852.92
4977,56,Male,57720.40,"Region XI",2414.34
4978,42,Male,25484.58,"Region VIII",3449.42
4979,42,Male,32095.74,"Region IV-B",762.85
4986,22,Male,32481.03,"Region IV-B",1174.94
4987,28,Male,88803.24,"Region I",682.87
4989,45,Male,21550.22,"Region X",2090.36
4992,32,Male,93572.72,"Region III",2574.35
4996,21,Male,96712.65,"Region I",4269.96
4997,77,Male,79882.27,"Region V",4860.43
4998,61,Male,44848.29,NCR,4658.63
4999,58,Male,50016.13,BARMM,2725.84
5000,33,Male,67228.89,BARMM,4092.49
5001,62,Male,29770.54,"Region III",3510.37
5003,72,Male,18081.99,BARMM,3760.10
5006,39,Male,41707.58,"Region XIII",2522.69
5009,18,Male,43146.48,NCR,4944.41
5012,76,Male,64013.53,"Region X",3840.64
5016,53,Male,86435.71,"Region XIII",4758.61
5021,22,Male,87887.48,"Region IX",4068.98
5022,54,Male,20876.32,NCR,4301.97
5028,58,Male,34011.43,"Region II",949.65
5032,22,Male,47833.62,"Region I",2046.43
5033,58,Male,47356.59,"Region XII",4601.86
5035,40,Male,69521.04,"Region XII",1490.64
5040,26,Male,83319.70,"Region IV-A",1496.93
5043,22,Male,39174.56,"Region IV-A",2989.81
5044,43,Male,43076.46,"Region XII",1313.65
5048,36,Male,37715.86,"Region IV-B",878.95
5050,58,Male,87020.13,"Region XI",1803.51
5059,47,Male,66356.55,"Region VI",2670.16
5061,22,Male,14996.89,"Region VI",2007.15
5065,31,Male,90252.73,"Region VI",4512.97
5067,72,Male,88862.70,CAR,3548.74
5070,18,Male,58971.08,"Region IV-B",1853.44
5074,71,Male,50794.49,"Region II",4024.64
5075,37,Male,11395.69,"Region VI",2346.07
5078,62,Male,51971.85,BARMM,2001.37
5089,24,Male,10590.40,"Region XII",1219.06
5090,18,Male,63048.19,"Region VII",946.31
5091,52,Male,89610.30,CAR,3473.53
5098,21,Male,19523.27,"Region IV-B",2631.66
5101,29,Male,76058.89,"Region XIII",1665.92
5103,69,Male,28957.34,"Region VIII",2308.69
5105,38,Male,17812.45,"Region XI",3278.24
5109,36,Male,61986.29,"Region VII",1429.46
5116,43,Male,10157.37,"Region III",1868.57
5119,74,Male,16175.20,"Region XI",4552.47
5120,39,Male,33301.95,"Region VI",4048.97
5123,64,Male,30533.35,"Region II",2482.04
5124,78,Male,23389.96,"Region IX",4444.81
5125,43,Male,46578.61,"Region VIII",4887.64
5128,65,Male,38642.81,"Region II",638.68
5133,51,Male,77466.71,"Region VI",2106.67
5136,73,Male,72976.53,"Region III",1235.91
5138,78,Male,64218.87,CAR,3037.51
5140,50,Male,57212.00,BARMM,1423.45
5143,44,Male,93180.93,"Region VI",3333.10
5145,19,Male,79304.60,"Region IV-A",2538.14
5149,70,Male,37235.28,BARMM,527.61
5151,19,Male,14201.05,"Region VII",3698.79
5152,72,Male,53086.98,"Region IX",542.42
5155,71,Male,98451.43,"Region VII",3812.78
5156,48,Male,88813.76,"Region I",1108.32
5160,76,Male,58383.52,"Region V",3296.72
5162,32,Male,49641.53,"Region VI",1607.45
5163,47,Male,16815.92,"Region V",681.66
5164,73,Male,62830.57,"Region I",613.90
5167,68,Male,62738.31,"Region III",3464.01
5170,72,Male,81199.79,"Region IX",4785.87
5173,52,Male,87023.43,"Region IV-A",986.28
5179,59,Male,25539.61,"Region I",1302.48
5180,63,Male,98458.43,"Region I",4665.70
5183,75,Male,77628.40,"Region XI",3832.72
5184,56,Male,20645.50,BARMM,3304.81
5185,48,Male,42026.47,"Region III",1628.32
5187,38,Male,10484.44,"Region V",811.91
5193,78,Male,42422.70,BARMM,4630.41
5195,57,Male,22382.73,NCR,4116.48
5198,23,Male,14604.73,"Region VI",1463.49
5200,44,Male,24107.25,"Region XIII",577.96
5201,43,Male,31737.49,"Region IV-A",4549.35
5207,56,Male,76896.09,"Region X",2277.00
5214,52,Male,94521.54,"Region IX",3671.90
5216,75,Male,76707.04,"Region IV-B",3436.32
5218,48,Male,91697.43,"Region III",3614.91
5224,41,Male,51749.31,"Region IV-A",2098.33
5227,43,Male,38619.74,"Region VIII",1476.57
5228,64,Male,80358.31,"Region XII",594.48
5230,28,Male,31447.43,"Region X",4582.91
5232,47,Male,39140.71,"Region I",3791.61
5233,30,Male,91938.07,"Region II",2248.29
5234,25,Male,98414.77,"Region IX",2838.82
5237,73,Male,37817.35,"Region VII",3863.52
5238,60,Male,22695.17,BARMM,2140.21
5239,44,Male,65002.24,"Region VI",3858.79
5240,70,Male,61774.10,"Region II",1585.17
5245,29,Male,78575.40,NCR,4337.72
5252,64,Male,81592.68,"Region IV-A",1842.07
5255,51,Male,90928.49,"Region II",1347.82
5257,36,Male,39089.37,"Region VI",2485.54
5258,23,Male,94369.36,"Region VII",4869.26
5262,24,Male,93836.62,"Region VI",3817.76
5263,55,Male,37177.07,"Region XI",1149.18
5264,32,Male,99156.67,"Region VI",3369.00
5265,25,Male,76570.76,"Region VIII",4757.18
5267,32,Male,79344.31,BARMM,2840.90
5273,28,Male,20328.49,"Region II",3251.96
5277,71,Male,10970.76,NCR,1597.72
5278,50,Male,57557.58,"Region VII",1834.83
5279,26,Male,86812.74,CAR,4845.54
5281,34,Male,73314.73,"Region VIII",4449.47
5292,27,Male,55598.56,"Region XIII",1246.23
5294,27,Male,41419.33,"Region III",1424.99
5296,37,Male,64686.97,"Region IX",3558.65
5298,54,Male,78960.08,"Region VI",975.06
5299,35,Male,82090.06,"Region VIII",3115.41
5303,29,Male,85303.03,"Region IV-A",1215.95
5305,28,Male,39669.07,"Region I",4027.85
5307,46,Male,25019.67,"Region VI",660.87
5308,73,Male,53612.73,"Region III",4849.64
5311,39,Male,41489.27,"Region XIII",2345.63
5313,76,Male,58008.39,"Region V",2982.69
5316,57,Male,32906.30,"Region I",534.35
5317,51,Male,26883.55,"Region V",3441.86
5318,69,Male,69212.24,"Region I",4417.73
5320,58,Male,94886.44,"Region I",4646.49
5321,56,Male,50232.75,NCR,4447.77
5326,76,Male,45893.19,"Region XII",4771.25
5328,75,Male,74092.23,"Region VIII",720.67
5331,44,Male,13855.11,"Region V",4757.06
5333,19,Male,69263.70,"Region XII",2056.99
5334,68,Male,52355.12,"Region XI",2761.68
5339,71,Male,82241.97,"Region I",2368.56
5342,31,Male,20651.03,"Region I",1714.12
5349,38,Male,11792.39,"Region V",1815.14
5351,74,Male,58030.68,"Region VI",4325.74
5354,21,Male,77790.72,"Region II",4334.19
5355,34,Male,79667.23,"Region VI",1785.97
5356,62,Male,95598.85,CAR,3057.59
5361,73,Male,89520.39,"Region V",2899.74
5363,73,Male,38303.59,"Region VII",3814.33
5367,19,Male,99419.61,"Region XIII",3156.60
5369,72,Male,89638.31,CAR,3776.22
5373,32,Male,54992.49,"Region IV-B",1809.73
5375,74,Male,16709.06,"Region XII",682.72
5378,23,Male,16843.45,"Region VII",3347.71
5381,75,Male,11844.82,"Region VIII",4505.94
5383,42,Male,95951.72,CAR,2773.84
5390,30,Male,60592.63,"Region IX",4037.03
5393,73,Male,55352.35,"Region XI",2445.67
5394,18,Male,17902.90,"Region IV-B",2982.75
5395,45,Male,63285.41,"Region IV-B",1251.79
5398,58,Male,41953.38,"Region VII",3871.24
5400,43,Male,10080.98,"Region III",1688.65
5403,53,Male,22133.23,"Region I",2142.52
5408,26,Male,63307.92,BARMM,4914.00
5414,78,Male,58354.14,"Region IV-B",1837.09
5418,42,Male,99326.69,"Region III",1446.09
5419,35,Male,58756.77,"Region XII",3406.48
5421,49,Male,92739.15,"Region IV-A",3882.23
5429,42,Male,16893.33,"Region VIII",4439.27
5430,28,Male,71438.82,"Region III",2316.87
5432,45,Male,48695.63,"Region IX",1234.51
5434,19,Male,49221.92,"Region III",819.22
5437,62,Male,39156.86,"Region X",3085.17
5441,74,Male,34094.70,"Region X",3947.13
5445,46,Male,62660.05,"Region IV-A",4770.15
5451,39,Male,14606.74,"Region II",4015.40
5452,71,Male,57004.75,"Region XIII",709.39
5453,49,Male,79838.71,"Region IX",621.08
5456,67,Male,75395.79,"Region XIII",2683.68
5458,50,Male,49085.80,"Region VII",2504.69
5461,36,Male,13891.92,"Region VIII",616.78
5463,22,Male,10707.74,"Region IV-A",3005.23
5466,28,Male,56895.40,BARMM,2236.11
5469,36,Male,34786.65,"Region IX",2964.93
5471,56,Male,50589.80,NCR,4202.79
5473,32,Male,97459.14,"Region V",2140.60
5474,50,Male,25755.07,"Region IV-B",2576.58
5478,68,Male,13436.45,"Region III",1778.44
5480,37,Male,67373.12,"Region XII",1887.35
5482,24,Male,98863.33,"Region X",4036.82
5485,30,Male,16685.01,"Region IV-B",3353.53
5489,22,Male,95887.82,"Region IX",2476.89
5492,34,Male,67942.63,"Region IV-A",3965.26
5505,75,Male,66597.93,"Region XIII",2898.69
5506,36,Male,61580.20,"Region VII",1364.16
5512,28,Male,67712.53,"Region I",3666.97
5513,53,Male,67906.58,BARMM,724.83
5516,71,Male,26999.32,"Region V",3819.58
5519,56,Male,95939.30,"Region III",2862.22
5522,27,Male,19346.59,"Region VII",2878.80
5523,62,Male,45621.88,NCR,4825.15
5527,34,Male,63943.45,"Region I",4879.45
5528,34,Male,61171.05,"Region VIII",2032.73
5532,52,Male,55245.62,"Region IV-B",2708.81
5539,18,Male,14444.16,"Region II",4288.70
5543,57,Male,55864.16,"Region IX",4111.11
5544,33,Male,86655.44,"Region III",4220.24
5549,44,Male,68498.32,"Region IX",2681.18
5554,70,Male,86824.56,"Region V",2954.53
5555,18,Male,20498.55,"Region VI",859.46
5556,49,Male,37727.03,NCR,1490.45
5564,21,Male,67392.89,"Region X",3332.82
5571,68,Male,96111.88,"Region VI",3503.91
5574,25,Male,87663.64,"Region I",1631.49
5576,43,Male,42232.21,"Region XII",772.66
5577,28,Male,92026.62,"Region IV-A",3871.88
5581,41,Male,91558.19,"Region XIII",4036.28
5583,68,Male,72457.11,"Region XI",3900.28
5584,25,Male,24422.26,"Region XII",4499.14
5586,29,Male,58296.57,NCR,2635.57
5587,77,Male,56883.34,"Region X",1274.22
5589,25,Male,80567.08,"Region XII",4215.80
5591,41,Male,80540.92,"Region IV-A",2350.58
5594,25,Male,32780.93,"Region XIII",3594.31
5596,24,Male,95368.37,"Region VII",642.70
5600,73,Male,15327.69,"Region XI",4525.98
5602,65,Male,73207.24,"Region XIII",1982.35
5611,25,Male,73211.02,"Region XII",1342.16
5613,64,Male,64996.39,"Region VI",3948.69
5614,47,Male,89267.13,"Region VIII",1916.49
5615,71,Male,41819.25,"Region II",4449.45
5617,61,Male,29916.70,"Region XIII",4180.54
5618,50,Male,70211.49,"Region I",4303.74
5619,21,Male,57083.28,"Region II",2687.15
5622,68,Male,83925.86,"Region XIII",974.70
5624,72,Male,84906.31,"Region XII",4168.51
5626,54,Male,69150.57,"Region V",1255.82
5631,48,Male,56943.08,"Region VIII",2243.02
5632,68,Male,34074.72,"Region XIII",3285.15
5633,44,Male,35815.86,CAR,2912.53
5637,71,Male,89491.35,CAR,4693.55
5639,51,Male,72155.62,"Region VIII",1179.59
5640,67,Male,91124.49,"Region IV-A",4468.43
5641,69,Male,89963.89,"Region VIII",1842.74
5642,31,Male,84923.56,"Region XII",4107.27
5646,69,Male,10886.45,"Region X",3217.58
5648,56,Male,96263.06,"Region III",2938.71
5652,63,Male,94127.73,"Region VII",4912.53
5653,42,Male,45505.81,NCR,4782.53
5658,72,Male,58976.32,"Region VIII",1967.14
5660,69,Male,98452.15,BARMM,519.43
5662,30,Male,87020.49,BARMM,2371.08
5663,62,Male,94269.11,"Region VIII",1771.73
5665,19,Male,58320.34,"Region X",678.49
5666,53,Male,11510.46,"Region VIII",796.01
5667,25,Male,16594.51,"Region VI",2062.02
5669,60,Male,17054.35,"Region III",1455.78
5676,61,Male,32239.19,NCR,1961.25
5677,77,Male,37756.16,"Region IV-B",796.94
5679,42,Male,48711.70,"Region X",2812.19
5680,54,Male,79348.52,"Region XIII",1688.28
5681,59,Male,88991.87,"Region XII",2721.30
5685,72,Male,83900.34,"Region XI",2803.26
5687,23,Male,99153.36,"Region XI",544.07
5688,40,Male,24330.83,"Region VIII",3481.23
5691,65,Male,59847.60,"Region III",3112.68
5693,51,Male,66484.13,"Region IV-B",565.80
5695,40,Male,94775.37,CAR,2876.79
5701,71,Male,72135.29,"Region III",1474.23
5702,52,Male,13325.75,"Region X",3083.39
5707,32,Male,55455.21,"Region IV-B",2681.28
5708,57,Male,41339.16,BARMM,3922.53
5709,68,Male,45421.84,"Region V",747.20
5710,61,Male,14524.84,"Region I",3129.55
5711,67,Male,13146.54,"Region XIII",2247.03
5715,37,Male,69977.47,"Region IV-B",4350.75
5716,67,Male,87523.41,"Region VII",923.17
5718,59,Male,65218.03,CAR,2795.09
5723,58,Male,43968.05,CAR,1551.17
5725,59,Male,25971.89,"Region I",1845.68
5733,57,Male,40478.35,"Region VII",3381.57
5740,27,Male,70119.09,"Region III",1607.25
5744,30,Male,94354.88,"Region X",4613.20
5746,60,Male,62782.19,"Region VI",4212.43
5747,33,Male,78605.68,"Region VI",1164.90
5749,45,Male,83099.73,BARMM,2327.39
5750,57,Male,37250.78,"Region IV-B",4401.54
5755,55,Male,70823.87,NCR,1645.51
5756,46,Male,83135.66,BARMM,1838.70
5762,77,Male,80500.79,"Region VI",691.21
5763,45,Male,69502.04,"Region III",2580.99
5768,45,Male,11193.88,"Region XII",1295.44
5771,46,Male,32641.46,"Region XII",3109.08
5772,70,Male,77670.18,"Region VII",2751.30
5774,26,Male,70691.77,"Region IV-A",2968.01
5777,67,Male,61507.95,"Region III",3177.37
5782,21,Male,91165.44,"Region XII",3072.10
5785,35,Male,34042.28,"Region VIII",2444.86
5788,72,Male,40906.41,"Region X",2936.69
5792,68,Male,63122.63,"Region XIII",3881.20
5795,18,Male,97274.44,"Region XII",1919.44
5796,30,Male,50099.82,"Region VIII",3436.88
5800,63,Male,81261.41,"Region IV-A",2107.92
5806,54,Male,85493.72,"Region II",2953.87
5812,63,Male,97444.85,"Region X",3585.38
5813,55,Male,25472.69,"Region III",4008.55
5814,77,Male,39906.24,"Region VI",3142.09
5816,41,Male,60668.25,"Region IV-B",1297.85
5817,30,Male,16551.00,BARMM,2753.41
5819,31,Male,61226.13,CAR,4363.85
5823,61,Male,84423.59,"Region VII",1796.02
5825,65,Male,52733.70,"Region XIII",793.87
5827,50,Male,65836.52,BARMM,4908.77
5829,77,Male,64272.52,CAR,3852.09
5830,45,Male,18143.12,"Region II",3362.10
5832,59,Male,10840.80,NCR,4921.84
5833,30,Male,83327.71,"Region II",3187.05
5835,58,Male,49582.10,"Region XIII",2231.60
5836,46,Male,85172.08,"Region V",3765.33
5838,21,Male,72264.43,BARMM,3347.41
5841,59,Male,95512.13,"Region I",4588.81
5843,61,Male,39339.16,"Region IV-B",4308.13
5844,37,Male,76334.84,"Region III",1297.83
5849,36,Male,55443.20,"Region IX",4479.00
5852,44,Male,38490.49,"Region VIII",1178.65
5861,35,Male,58735.22,"Region XII",3638.00
5865,64,Male,86379.72,"Region I",1770.79
5866,72,Male,75980.62,"Region XI",4513.58
5870,36,Male,67774.39,"Region III",2855.91
5877,43,Male,96797.49,"Region IX",3227.72
5879,24,Male,79641.53,"Region II",3922.55
5881,56,Male,47113.59,"Region III",1414.98
5882,36,Male,43572.18,"Region IX",2148.91
5883,66,Male,61065.24,"Region III",3037.71
5886,25,Male,34345.01,BARMM,798.83
5887,74,Male,85269.75,"Region XI",3237.94
5888,45,Male,47945.59,"Region VIII",4787.30
5889,20,Male,29334.97,"Region III",3848.70
5890,40,Male,94432.96,CAR,2947.12
5895,44,Male,98558.59,"Region I",3978.97
5897,52,Male,44267.65,"Region XII",985.71
5901,74,Male,41983.79,CAR,2283.84
5905,65,Male,34290.32,"Region IV-B",1110.03
5915,56,Male,34871.23,"Region III",3234.11
5919,43,Male,39010.95,"Region III",2367.37
5923,24,Male,19335.24,"Region III",534.78
5925,52,Male,40917.19,CAR,2521.31
5927,29,Male,34203.72,"Region XII",2683.33
5935,24,Male,88109.53,"Region III",3087.72
5936,22,Male,84852.69,"Region I",1245.47
5937,18,Male,47357.46,"Region XI",3846.34
5948,54,Male,32913.76,"Region III",2819.26
5950,36,Male,40672.22,"Region VII",3909.72
5952,51,Male,26844.77,"Region V",2969.88
5953,35,Male,20346.93,BARMM,3281.10
5956,51,Male,96343.51,"Region XII",1676.17
5965,33,Male,80131.94,BARMM,2532.58
5973,64,Male,75919.94,"Region VIII",4962.74
5978,52,Male,39956.80,NCR,1612.41
5979,32,Male,78916.11,"Region VII",2244.51
5981,69,Male,81835.38,"Region XI",2998.66
5985,63,Male,86999.22,"Region II",2765.30
5989,61,Male,51757.89,BARMM,2561.98
5996,65,Male,88021.38,"Region II",2267.93
5997,30,Male,66821.01,NCR,1070.27
6000,20,Male,23284.88,"Region VII",2268.25
6001,72,Male,71588.97,"Region II",4658.28
6002,72,Male,62939.24,"Region II",1279.04
6006,40,Male,74282.01,CAR,1950.60
6007,47,Male,29100.74,CAR,3520.83
6008,61,Male,90911.68,"Region VI",3708.81
6009,74,Male,60154.02,BARMM,1565.07
6010,60,Male,11782.14,NCR,1131.40
6011,60,Male,94448.96,"Region IX",3145.34
6015,60,Male,47930.74,"Region XI",3732.57
6018,46,Male,79114.54,"Region I",2413.14
6019,64,Male,42663.15,"Region XI",4998.63
6022,52,Male,36299.93,"Region XII",2386.97
6025,35,Male,16934.27,"Region XII",4726.08
6027,60,Male,61569.73,"Region VI",3555.76
6028,70,Male,69480.36,"Region I",4327.60
6035,18,Male,54703.94,"Region VII",2388.21
6037,26,Male,87110.92,"Region VII",889.86
6039,66,Male,89029.70,"Region II",2643.97
6042,23,Male,85262.88,"Region VII",1124.12
6048,70,Male,94963.50,"Region IV-B",1231.15
6052,40,Male,97993.88,"Region XII",1447.95
6057,59,Male,93558.59,NCR,2698.81
6058,67,Male,78391.24,CAR,1424.93
6061,62,Male,86153.52,"Region VIII",2628.75
6067,40,Male,65463.90,"Region IX",2277.38
6070,65,Male,85421.15,"Region VI",4340.34
6071,68,Male,12480.28,"Region XII",1004.03
6076,45,Male,19288.64,"Region VIII",4456.69
6079,69,Male,99501.87,"Region VIII",1529.39
6081,34,Male,50178.69,"Region VI",879.89
6085,59,Male,46213.07,"Region X",3129.54
6087,73,Male,22917.25,"Region II",2891.10
6089,30,Male,49869.38,"Region I",2860.29
6098,48,Male,68871.84,"Region I",4565.66
6099,42,Male,67537.59,"Region IX",2917.68
6101,36,Male,99382.13,"Region V",1411.73
6103,75,Male,81426.06,NCR,3460.14
6106,20,Male,55076.30,"Region VII",1349.83
6108,45,Male,90424.32,"Region X",4583.38
6113,68,Male,13696.60,"Region XIII",2007.45
6116,41,Male,87366.01,"Region III",4268.25
6118,76,Male,68106.41,"Region XIII",3470.47
6126,78,Male,13541.36,"Region VII",4036.37
6129,75,Male,31662.85,"Region VII",1025.39
6133,37,Male,60144.62,"Region XIII",3906.81
6134,46,Male,70688.25,"Region X",3335.77
6136,18,Male,47252.03,"Region XI",3829.44
6140,27,Male,84007.94,"Region IV-A",1802.88
6141,37,Male,58278.65,"Region XI",1903.93
6142,71,Male,83165.11,"Region XI",2957.68
6143,35,Male,37946.72,"Region XII",2106.22
6146,65,Male,33456.68,"Region IV-A",4621.24
6149,44,Male,38067.81,"Region VII",4824.65
6153,23,Male,37092.67,"Region I",4590.71
6155,50,Male,11632.65,"Region I",2999.96
6158,59,Male,90555.79,"Region XIII",4507.90
6162,35,Male,71928.93,CAR,2708.62
6163,36,Male,63367.31,"Region IX",3088.17
6164,40,Male,25972.93,"Region X",865.57
6165,19,Male,26661.75,"Region II",2131.55
6167,46,Male,71447.22,"Region X",3638.14
6171,34,Male,62446.51,"Region IX",3257.42
6172,69,Male,70620.13,"Region III",1273.96
6174,62,Male,26542.11,CAR,4366.69
6175,30,Male,57476.93,"Region VII",1126.19
6177,57,Male,74374.64,"Region II",4245.53
6179,74,Male,11092.79,"Region VII",4403.57
6180,22,Male,20373.92,"Region XI",2721.89
6181,31,Male,80101.63,"Region VIII",4007.07
6182,73,Male,97280.21,"Region V",1723.88
6185,56,Male,25227.58,"Region XI",2710.55
6193,24,Male,87441.76,"Region VIII",2192.83
6194,60,Male,36570.27,"Region VIII",1992.77
6195,20,Male,36038.41,"Region VIII",939.42
6199,31,Male,42688.16,"Region II",4496.86
6203,26,Male,29463.42,CAR,4282.54
6209,58,Male,61757.01,"Region XIII",4635.33
6210,78,Male,72023.10,NCR,999.06
6211,29,Male,48188.62,"Region VII",2421.17
6215,54,Male,57691.46,"Region XII",3889.49
6219,36,Male,94736.57,"Region II",1383.81
6220,29,Male,21255.89,"Region II",3839.16
6226,75,Male,54922.61,"Region IX",4716.54
6228,51,Male,62382.49,"Region XI",1030.42
6232,22,Male,56367.18,"Region I",1380.07
6236,27,Male,26623.45,"Region VII",924.39
6243,65,Male,49275.12,"Region X",1693.74
6251,40,Male,25503.84,CAR,596.55
6252,74,Male,70664.88,CAR,2332.41
6253,19,Male,37798.21,"Region IV-A",3738.19
6256,59,Male,32584.37,CAR,3546.14
6258,30,Male,85186.85,"Region IV-A",4861.66
6259,54,Male,82738.30,CAR,4679.58
6263,58,Male,31658.84,"Region VI",3516.42
6266,54,Male,26734.37,"Region IV-B",1439.12
6272,73,Male,55787.05,"Region XI",2932.37
6273,58,Male,40930.70,"Region XIII",2798.48
6274,52,Male,46426.09,BARMM,2947.64
6275,70,Male,69078.69,"Region VII",3583.77
6279,69,Male,94877.92,"Region XII",2133.11
6282,21,Male,90490.44,"Region V",2538.36
6290,35,Male,82471.88,"Region VIII",3527.24
6291,26,Male,17492.49,CAR,1909.37
6292,37,Male,16588.72,"Region IV-A",2699.12
6295,77,Male,25023.74,"Region XI",2526.04
6299,54,Male,56504.79,"Region XI",2277.18
6302,38,Male,66510.86,"Region XI",4762.68
6303,43,Male,15742.99,"Region I",2395.92
6305,31,Male,63394.74,"Region II",1819.37
6310,53,Male,35884.39,"Region XI",1299.69
6313,65,Male,49914.09,"Region X",2144.63
6319,75,Male,79280.77,"Region VI",1392.13
6320,62,Male,60048.21,"Region IV-A",4839.39
6328,46,Male,95349.90,"Region VI",3960.45
6333,52,Male,76082.10,"Region V",4669.21
6343,38,Male,29245.37,"Region XIII",4910.71
6347,22,Male,11386.05,"Region IV-A",3209.64
6348,45,Male,34130.75,"Region IV-B",883.60
6349,27,Male,38821.62,"Region I",3587.38
6353,78,Male,89662.59,"Region XIII",4593.35
6356,29,Male,19129.02,"Region VI",1682.48
6357,22,Male,56865.45,"Region I",1360.37
6358,31,Male,66111.36,"Region IV-A",4440.62
6360,62,Male,46958.99,"Region IX",1817.76
6364,57,Male,36654.02,"Region X",3791.33
6370,39,Male,23168.21,NCR,3081.88
6373,28,Male,66043.60,"Region V",1489.31
6380,24,Male,74074.49,"Region VII",3084.51
6387,27,Male,14112.12,"Region XIII",2490.11
6389,39,Male,14676.69,"Region II",4072.38
6392,63,Male,52639.13,BARMM,1982.60
6394,43,Male,96606.92,"Region IX",3158.76
6397,67,Male,75170.55,"Region XIII",2401.36
6399,26,Male,44357.53,"Region V",635.07
6400,26,Male,11387.68,"Region II",734.33
6405,29,Male,79496.44,NCR,4737.92
6411,19,Male,23862.26,"Region VIII",3578.55
6413,48,Male,17931.18,CAR,1120.86
6416,60,Male,99937.32,"Region XIII",3670.36
6417,70,Male,98694.50,"Region VIII",523.68
6418,42,Male,50551.56,"Region III",4623.65
6421,59,Male,32516.40,CAR,3365.52
6423,38,Male,66062.57,"Region X",4414.89
6427,64,Male,25864.33,NCR,2713.92
6428,46,Male,80750.86,"Region XII",3927.63
6431,71,Male,51171.42,"Region III",4383.31
6434,52,Male,49972.47,"Region VI",1857.93
6435,72,Male,70696.76,"Region VII",3862.94
6441,77,Male,66388.44,"Region II",978.02
6442,22,Male,13165.17,"Region V",4826.87
6448,43,Male,90239.87,"Region XI",1373.29
6459,43,Male,41609.24,"Region IV-B",4350.09
6460,22,Male,36289.81,"Region I",4313.63
6466,72,Male,95825.62,"Region XI",943.79
6470,41,Male,61254.95,"Region V",2382.99
6474,25,Male,74560.10,"Region VII",2997.23
6476,66,Male,86603.77,CAR,4998.67
6481,61,Male,36877.94,"Region II",1564.42
6482,49,Male,45814.85,"Region IV-B",4364.36
6483,47,Male,72410.66,"Region XI",4066.25
6485,50,Male,11677.37,"Region X",2976.11
6488,22,Male,84075.76,"Region VI",631.89
6494,78,Male,51115.89,NCR,4039.15
6501,48,Male,91125.53,"Region IX",3027.53
6509,49,Male,86218.85,NCR,2790.66
6511,62,Male,30785.24,"Region IV-A",4257.32
6514,45,Male,72314.65,"Region XII",1116.13
6517,24,Male,80209.18,"Region III",4424.88
6520,55,Male,99576.75,"Region VI",2241.22
6521,44,Male,74699.75,"Region VII",3734.66
6522,38,Male,52353.23,CAR,4828.70
6523,45,Male,36564.23,CAR,2980.87
6525,40,Male,53280.26,CAR,4437.46
6527,69,Male,61137.61,"Region XI",1155.86
6528,19,Male,67852.51,"Region XI",586.75
6530,34,Male,29205.08,NCR,3365.89
6532,24,Male,97000.25,"Region IX",2419.76
6536,66,Male,14858.21,"Region IV-B",4484.14
6541,24,Male,80377.74,"Region III",4851.54
6545,69,Male,75081.76,"Region XII",1246.06
6549,37,Male,85699.03,"Region X",1065.06
6551,48,Male,13213.34,"Region XII",1631.21
6553,41,Male,92245.33,BARMM,4852.84
6554,62,Male,91135.70,"Region XII",2731.88
6558,71,Male,77512.43,"Region XIII",2109.53
6562,23,Male,47003.68,NCR,769.05
6567,21,Male,28020.51,"Region XI",1955.29
6575,44,Male,18855.12,"Region III",578.61
6576,38,Male,66200.91,"Region I",4414.33
